score	annot	celltype
chr2-176188377-176188877	1	Human	Enterocytes
chr2-177322665-177323165	1	Human	Enterocytes
chr2-178072588-178073088	1	Human	Enterocytes
chr2-179891185-179891685	1	Human	Enterocytes
chr2-189522668-189523168	1	Human	Enterocytes
chr2-190578484-190578984	1	Human	Enterocytes
chr2-190809026-190809526	1	Human	Enterocytes
chr2-191643363-191643863	1	Human	Enterocytes
chr2-198968518-198969018	1	Human	Enterocytes
chr2-203579000-203579500	1	Human	Enterocytes
chr2-206935936-206936436	1	Human	Enterocytes
chr2-214809787-2148102871	1	Human	Enterocytes
chr2-216636555-216637555	1	Human	Enterocytes
chr2-218230811-218231311	1	Human	Enterocytes
chr2-218272689-218273189	1	Human	Enterocytes
chr2-218287046-218287546	1	Human	Enterocytes
chr2-219001788-219002288	1	Human	Enterocytes
chr2-219498554-219499054	1	Human	Enterocytes
chr2-223837355-2238378551	1	Human	Enterocytes
chr2-224645733-224646233	1	Human	Enterocytes
chr2-224971171-2249716711	1	Human	Enterocytes
chr2-227796364-227796864	1	Human	Enterocytes
chr2-229160188-229160688	1	Human	Enterocytes
chr2-230864640-230865140	1	Human	Enterocytes
chr2-230879835-230880335	1	Human	Enterocytes
chr2-231050249-231050749	1	Human	Enterocytes
chr2-231094611-231095111	1	Human	Enterocytes
chr2-231409720-231410220	1	Human	Enterocytes
chr2-232455785-232456285	1	Human	Enterocytes
chr2-232876269-232876769	1	Human	Enterocytes
chr2-233013043-2330135431	1	Human	Enterocytes
chr2-233422092-233422592	1	Human	Enterocytes
chr2-235511191-235511691	1	Human	Enterocytes
chr2-241795273-241795773	1	Human	Enterocytes
chr3-2098463-2098963	1	Human	Enterocytes
chr3-9897805-9898305	1	Human	Enterocytes
chr3-11719468-11719968	1	Human	Enterocytes
chr3-12410236-12410736	1	Human	Enterocytes
chr3-12479939-12480439	1	Human	Enterocytes
chr3-13485104-13485604	1	Human	Enterocytes
chr3-16897480-16897980	1	Human	Enterocytes
chr3-24451568-24452068	1	Human	Enterocytes
chr3-30689068-30689568	1	Human	Enterocytes
chr3-37990468-37990968	1	Human	Enterocytes
chr3-39141670-39142170	1	Human	Enterocytes
chr3-43769473-43770474	1	Human	Enterocytes
chr3-46692482-46692982	1	Human	Enterocytes
chr3-52196940-521974401	1	Human	Enterocytes
chr3-52289752-52290252	1	Human	Enterocytes
chr3-55673698-55674198	1	Human	Enterocytes
chr3-58535869-58536369	1	Human	Enterocytes
chr3-58696035-58696535	1	Human	Enterocytes
chr3-61894966-61895466	1	Human	Enterocytes
chr3-65412503-65413003	1	Human	Enterocytes
chr3-69086359-69086859	1	Human	Enterocytes
chr3-72821355-72821855	1	Human	Enterocytes
chr3-108001392-108001892	1	Human	Enterocytes
chr3-108296205-108296705	1	Human	Enterocytes
chr3-108406641-108407141	1	Human	Enterocytes
chr3-111071434-1110719341	1	Human	Enterocytes
chr3-111676615-111677115	1	Human	Enterocytes
chr3-113947553-1139480532	1	Human	Enterocytes
chr3-120682020-120682520	1	Human	Enterocytes
chr3-123130334-123130834	1	Human	Enterocytes
chr3-124636816-124637316	1	Human	Enterocytes
chr3-127816179-127816679	1	Human	Enterocytes
chr3-129893569-129894069	1	Human	Enterocytes
chr3-134381797-134382297	1	Human	Enterocytes
chr3-141326148-141326648	1	Human	Enterocytes
chr3-150470319-150470819	1	Human	Enterocytes
chr3-150751827-150752327	1	Human	Enterocytes
chr3-152834747-152835247	1	Human	Enterocytes
chr3-154132989-154133489	1	Human	Enterocytes
chr3-158722954-158723454	1	Human	Enterocytes
chr3-167978075-167978575	1	Human	Enterocytes
chr3-170046572-170047072	1	Human	Enterocytes
chr3-172516723-172517223	1	Human	Enterocytes
chr3-177300092-177300592	1	Human	Enterocytes
chr3-177359258-177359758	1	Human	Enterocytes
chr3-183252937-183253437	1	Human	Enterocytes
chr3-184005898-184006398	1	Human	Enterocytes
chr3-184345600-184346100	1	Human	Enterocytes
chr3-184352011-184352511	1	Human	Enterocytes
chr3-184363025-184363525	1	Human	Enterocytes
chr3-185175280-185175780	1	Human	Enterocytes
chr3-185824898-185825398	1	Human	Enterocytes
chr3-189324650-189325150	1	Human	Enterocytes
chr3-189392892-189393392	1	Human	Enterocytes
chr3-189944381-189944881	1	Human	Enterocytes
chr3-192850477-1928509771	1	Human	Enterocytes
chr3-193554715-193555215	1	Human	Enterocytes
chr3-194002924-194003424	1	Human	Enterocytes
chr3-194003530-194004030	1	Human	Enterocytes
chr3-194034583-194035083	1	Human	Enterocytes
chr3-194035358-194035858	1	Human	Enterocytes
chr3-194722679-194723179	1	Human	Enterocytes
chr3-196183283-196183783	1	Human	Enterocytes
chr3-196193908-196194408	1	Human	Enterocytes
chr3-197590337-197590837	1	Human	Enterocytes
chr4-992513-993013	1	Human	Enterocytes
chr4-2805649-2806149	1	Human	Enterocytes
chr4-6749306-6749806	1	Human	Enterocytes
chr4-6917657-6918157	1	Human	Enterocytes
chr4-6926945-6927445	1	Human	Enterocytes
chr4-16158352-16158852	1	Human	Enterocytes
chr4-23877597-23878097	1	Human	Enterocytes
chr4-24137829-24138329	1	Human	Enterocytes
chr4-37583990-37584490	1	Human	Enterocytes
chr4-38673039-38673539	1	Human	Enterocytes
chr4-38673549-38674049	1	Human	Enterocytes
chr4-39514879-39515379	1	Human	Enterocytes
chr4-40515773-40516273	1	Human	Enterocytes
chr4-40576854-40577354	1	Human	Enterocytes
chr4-51909141-51909641	1	Human	Enterocytes
chr4-54586218-54586718	1	Human	Enterocytes
chr4-61540874-61541374	1	Human	Enterocytes
chr4-75919969-75920469	1	Human	Enterocytes
chr4-76585927-765864271	1	Human	Enterocytes
chr4-76704056-76704556	1	Human	Enterocytes
chr4-76897942-76898442	1	Human	Enterocytes
chr4-81421390-81421890	1	Human	Enterocytes
chr4-83197815-83198315	1	Human	Enterocytes
chr4-83334750-83335250	1	Human	Enterocytes
chr4-87409316-87409816	1	Human	Enterocytes
chr4-99723483-99723983	1	Human	Enterocytes
chr4-100738340-100738840	1	Human	Enterocytes
chr4-107794064-107794564	1	Human	Enterocytes
chr4-110085121-110085621	1	Human	Enterocytes
chr4-110622979-110623479	1	Human	Enterocytes
chr4-112231434-1122319342	1	Human	Enterocytes
chr4-113547480-113547980	1	Human	Enterocytes
chr4-114598367-114598867	1	Human	Enterocytes
chr4-118033354-118033854	1	Human	Enterocytes
chr4-119628684-1196291841	1	Human	Enterocytes
chr4-122758041-122758541	1	Human	Enterocytes
chr4-123555357-123555857	1	Human	Enterocytes
chr4-124429382-124429882	1	Human	Enterocytes
chr4-141350042-141350542	1	Human	Enterocytes
chr4-143358818-143359318	1	Human	Enterocytes
chr4-146241357-1462418571	1	Human	Enterocytes
chr4-151408764-1514092641	1	Human	Enterocytes
chr4-151573892-151574392	1	Human	Enterocytes
chr4-152936001-152936501	1	Human	Enterocytes
chr4-158210209-1582107091	1	Human	Enterocytes
chr4-158826852-158827352	1	Human	Enterocytes
chr4-173185845-173186345	1	Human	Enterocytes
chr4-183438661-183439161	1	Human	Enterocytes
chr4-184348698-184349198	1	Human	Enterocytes
chr5-10301835-103023351	1	Human	Enterocytes
chr5-16521553-165220531	1	Human	Enterocytes
chr5-16936102-169366021	1	Human	Enterocytes
chr5-36745108-36745608	1	Human	Enterocytes
chr5-40679051-406795511	1	Human	Enterocytes
chr5-40679563-406800631	1	Human	Enterocytes
chr5-52989021-52989521	1	Human	Enterocytes
chr5-61672902-616734021	1	Human	Enterocytes
chr5-69414883-69415383	1	Human	Enterocytes
chr5-69492499-69492999	1	Human	Enterocytes
chr5-71932817-71933317	1	Human	Enterocytes
chr5-74418660-74419160	1	Human	Enterocytes
chr5-76475884-764763841	1	Human	Enterocytes
chr5-90558408-90558908	1	Human	Enterocytes
chr5-98573817-98574317	1	Human	Enterocytes
chr5-112649862-112650362	1	Human	Enterocytes
chr5-115169723-1151702231	1	Human	Enterocytes
chr5-115415074-115415574	1	Human	Enterocytes
chr5-116545963-116546463	1	Human	Enterocytes
chr5-116574567-116575067	1	Human	Enterocytes
chr5-124655882-1246563821	1	Human	Enterocytes
chr5-125027092-125027592	1	Human	Enterocytes
chr5-126464802-126465302	1	Human	Enterocytes
chr5-132277804-132278304	1	Human	Enterocytes
chr5-132357976-132358476	1	Human	Enterocytes
chr5-132496130-1324966301	1	Human	Enterocytes
chr5-132807244-132807744	1	Human	Enterocytes
chr5-134466287-134466787	1	Human	Enterocytes
chr5-139642955-139643455	1	Human	Enterocytes
chr5-140228178-140228678	1	Human	Enterocytes
chr5-141841401-141841901	1	Human	Enterocytes
chr5-141875862-141876362	1	Human	Enterocytes
chr5-142871030-142871530	1	Human	Enterocytes
chr5-142874526-142875026	1	Human	Enterocytes
chr5-147310259-147310759	1	Human	Enterocytes
chr5-147417141-147417641	1	Human	Enterocytes
chr5-149675848-149676348	1	Human	Enterocytes
chr5-150511746-150512246	1	Human	Enterocytes
chr5-151054616-151055116	1	Human	Enterocytes
chr5-151107071-151107571	1	Human	Enterocytes
chr5-160769174-160769674	1	Human	Enterocytes
chr5-168291371-168291871	1	Human	Enterocytes
chr5-168301744-168302244	1	Human	Enterocytes
chr5-168314716-168315216	1	Human	Enterocytes
chr5-172420474-172420974	1	Human	Enterocytes
chr5-172904905-172905405	1	Human	Enterocytes
chr5-177086969-177087469	1	Human	Enterocytes
chr6-3403203-3403703	1	Human	Enterocytes
chr6-5782624-5783124	1	Human	Enterocytes
chr6-6699840-6700340	1	Human	Enterocytes
chr6-6703620-6704120	1	Human	Enterocytes
chr6-6811292-6811792	1	Human	Enterocytes
chr6-7541279-75417791	1	Human	Enterocytes
chr6-10404104-10404604	1	Human	Enterocytes
chr6-10528158-10528658	1	Human	Enterocytes
chr6-11287991-11288491	1	Human	Enterocytes
chr6-12343504-12344004	1	Human	Enterocytes
chr6-12363786-12364286	1	Human	Enterocytes
chr6-13378798-13379298	1	Human	Enterocytes
chr6-24402619-24403119	1	Human	Enterocytes
chr6-25279105-252796051	1	Human	Enterocytes
chr6-27251719-272522191	1	Human	Enterocytes
chr6-27472879-27473379	1	Human	Enterocytes
chr6-27892982-278934821	1	Human	Enterocytes
chr6-30100677-30101177	1	Human	Enterocytes
chr6-33577066-33577566	1	Human	Enterocytes
chr6-39229297-39229797	1	Human	Enterocytes
chr6-42118431-42118931	1	Human	Enterocytes
chr6-42139896-42140396	1	Human	Enterocytes
chr6-43060230-43060730	1	Human	Enterocytes
chr6-43277818-43278318	1	Human	Enterocytes
chr6-43278536-43279036	1	Human	Enterocytes
chr6-43803967-43804968	1	Human	Enterocytes
chr6-43917138-43917638	1	Human	Enterocytes
chr6-46053515-46054015	1	Human	Enterocytes
chr6-47188566-47189066	1	Human	Enterocytes
chr6-52389678-52390178	1	Human	Enterocytes
chr6-52504191-52504691	1	Human	Enterocytes
chr6-79608743-79609243	1	Human	Enterocytes
chr6-90004496-90004996	1	Human	Enterocytes
chr6-96924367-96924867	1	Human	Enterocytes
chr6-106360360-106360860	1	Human	Enterocytes
chr6-106512262-106512762	1	Human	Enterocytes
chr6-106974546-1069750461	1	Human	Enterocytes
chr6-109318340-109318840	1	Human	Enterocytes
chr6-116060590-116061090	1	Human	Enterocytes
chr6-122610162-122610662	1	Human	Enterocytes
chr6-125821752-125822252	1	Human	Enterocytes
chr6-134644715-134645215	1	Human	Enterocytes
chr6-135251387-135251887	1	Human	Enterocytes
chr6-136439627-136440127	1	Human	Enterocytes
chr6-136550269-136550769	1	Human	Enterocytes
chr6-138107252-138107752	1	Human	Enterocytes
chr6-138817801-138818301	1	Human	Enterocytes
chr6-139147557-139148057	1	Human	Enterocytes
chr6-139597635-139598135	1	Human	Enterocytes
chr6-146601304-146601804	1	Human	Enterocytes
chr6-150368654-150369154	1	Human	Enterocytes
chr6-151044512-1510450121	1	Human	Enterocytes
chr6-154554939-154555439	1	Human	Enterocytes
chr6-156719850-156720350	1	Human	Enterocytes
chr6-158772768-158773268	1	Human	Enterocytes
chr6-158801515-158802015	1	Human	Enterocytes
chr6-160254760-160255260	1	Human	Enterocytes
chr6-160300240-160300740	1	Human	Enterocytes
chr6-162727566-162728066	1	Human	Enterocytes
chr6-168261877-168262377	1	Human	Enterocytes
chr7-977454-977954	1	Human	Enterocytes
chr7-1556040-1556540	1	Human	Enterocytes
chr7-2314266-2314766	1	Human	Enterocytes
chr7-2524065-2524565	1	Human	Enterocytes
chr7-7512800-7513300	1	Human	Enterocytes
chr7-16753387-167538871	1	Human	Enterocytes
chr7-17099386-17099886	1	Human	Enterocytes
chr7-18228613-18229113	1	Human	Enterocytes
chr7-20217229-202177291	1	Human	Enterocytes
chr7-20219771-202202711	1	Human	Enterocytes
chr7-22329772-22330272	1	Human	Enterocytes
chr7-24074832-24075332	1	Human	Enterocytes
chr7-25854958-25855458	1	Human	Enterocytes
chr7-29375807-29376307	1	Human	Enterocytes
chr7-29471599-29472099	1	Human	Enterocytes
chr7-30913319-30914320	1	Human	Enterocytes
chr7-30937326-30937826	1	Human	Enterocytes
chr7-40156955-40157455	1	Human	Enterocytes
chr7-43248904-43249404	1	Human	Enterocytes
chr7-43905100-43905600	1	Human	Enterocytes
chr7-47266779-47267279	1	Human	Enterocytes
chr7-47354894-47355394	1	Human	Enterocytes
chr7-47371963-47372463	1	Human	Enterocytes
chr7-47460406-47460906	1	Human	Enterocytes
chr7-51263489-51263989	1	Human	Enterocytes
chr7-51606701-51607201	1	Human	Enterocytes
chr7-55077706-55078206	1	Human	Enterocytes
chr7-70693687-70694187	1	Human	Enterocytes
chr7-73647767-73648267	1	Human	Enterocytes
chr7-73734692-73735192	1	Human	Enterocytes
chr7-73758498-73758998	1	Human	Enterocytes
chr7-73767637-73768137	1	Human	Enterocytes
chr7-73793568-73794068	1	Human	Enterocytes
chr7-73822467-738229671	1	Human	Enterocytes
chr7-75980054-75980554	1	Human	Enterocytes
chr7-83162663-83163163	1	Human	Enterocytes
chr7-83347886-83348386	1	Human	Enterocytes
chr7-92645615-92646115	1	Human	Enterocytes
chr7-95660023-95660523	1	Human	Enterocytes
chr7-96327348-96327848	1	Human	Enterocytes
chr7-98284649-98285149	1	Human	Enterocytes
chr7-98400943-98401443	1	Human	Enterocytes
chr7-101235434-101235934	1	Human	Enterocytes
chr7-104943424-104943924	1	Human	Enterocytes
chr7-116810154-116811154	1	Human	Enterocytes
chr7-120858150-120858650	1	Human	Enterocytes
chr7-122886344-122886844	1	Human	Enterocytes
chr7-130899595-130900095	1	Human	Enterocytes
chr7-140231766-140232266	1	Human	Enterocytes
chr7-140479239-140479739	1	Human	Enterocytes
chr7-140519656-140520156	1	Human	Enterocytes
chr7-143408682-143409182	1	Human	Enterocytes
chr7-143901967-1439024671	1	Human	Enterocytes
chr7-151062244-151062744	1	Human	Enterocytes
chr7-151745198-1517456981	1	Human	Enterocytes
chr7-151819755-151820255	1	Human	Enterocytes
chr7-155618726-155619226	1	Human	Enterocytes
chr7-157003544-157004044	1	Human	Enterocytes
chr7-157010535-157011035	1	Human	Enterocytes
chr8-2001541-2002041	1	Human	Enterocytes
chr8-12951351-129518511	1	Human	Enterocytes
chr8-17801073-17801573	1	Human	Enterocytes
chr8-18640923-18641423	1	Human	Enterocytes
chr8-18957528-18958028	1	Human	Enterocytes
chr8-22220134-22220634	1	Human	Enterocytes
chr8-22579217-225797171	1	Human	Enterocytes
chr8-25184402-25184902	1	Human	Enterocytes
chr8-37360306-373608061	1	Human	Enterocytes
chr8-37597094-37597594	1	Human	Enterocytes
chr8-37598436-37598936	1	Human	Enterocytes
chr8-37899379-37899879	1	Human	Enterocytes
chr8-38924264-38924764	1	Human	Enterocytes
chr8-42459540-42460040	1	Human	Enterocytes
chr8-52390026-52390526	1	Human	Enterocytes
chr8-52390581-52391081	1	Human	Enterocytes
chr8-52402620-52403120	1	Human	Enterocytes
chr8-54101735-541022351	1	Human	Enterocytes
chr8-59040498-59040998	1	Human	Enterocytes
chr8-80171355-80171855	1	Human	Enterocytes
chr8-80435809-80436309	1	Human	Enterocytes
chr8-81193881-81194381	1	Human	Enterocytes
chr8-85402680-85403180	1	Human	Enterocytes
chr8-100473783-100474283	1	Human	Enterocytes
chr8-101149556-101150056	1	Human	Enterocytes
chr8-109644569-109645069	1	Human	Enterocytes
chr8-109975558-109976058	1	Human	Enterocytes
chr8-125145057-125145557	1	Human	Enterocytes
chr8-126557711-126558211	1	Human	Enterocytes
chr8-126558245-1265587451	1	Human	Enterocytes
chr8-133375398-133375898	1	Human	Enterocytes
chr8-133428966-133429466	1	Human	Enterocytes
chr8-140153834-140154334	1	Human	Enterocytes
chr8-141137590-141138090	1	Human	Enterocytes
chr8-143553324-143553824	1	Human	Enterocytes
chr8-143943069-143943569	1	Human	Enterocytes
chr8-144429272-144429772	1	Human	Enterocytes
chr8-144472253-144472753	1	Human	Enterocytes
chr8-144503138-144503638	1	Human	Enterocytes
chr9-1050007-1050507	1	Human	Enterocytes
chr9-2570604-25711041	1	Human	Enterocytes
chr9-13979303-13979803	1	Human	Enterocytes
chr9-20219381-20219881	1	Human	Enterocytes
chr9-23826166-23826666	1	Human	Enterocytes
chr9-33233921-33234421	1	Human	Enterocytes
chr9-34374770-34375270	1	Human	Enterocytes
chr9-34376816-34377316	1	Human	Enterocytes
chr9-35748996-35749496	1	Human	Enterocytes
chr9-35905909-359064091	1	Human	Enterocytes
chr9-69120531-69121031	1	Human	Enterocytes
chr9-76458892-76459392	1	Human	Enterocytes
chr9-77391775-77392775	1	Human	Enterocytes
chr9-82895059-82895559	1	Human	Enterocytes
chr9-83956435-83956935	1	Human	Enterocytes
chr9-84919480-84919980	1	Human	Enterocytes
chr9-88388068-88388568	1	Human	Enterocytes
chr9-89664866-89665366	1	Human	Enterocytes
chr9-91194061-91194561	1	Human	Enterocytes
chr9-94608455-94608955	1	Human	Enterocytes
chr9-98192472-98192972	1	Human	Enterocytes
chr9-98781979-98782479	1	Human	Enterocytes
chr9-107227800-107228300	1	Human	Enterocytes
chr9-109275016-109275516	1	Human	Enterocytes
chr9-109316257-109316757	1	Human	Enterocytes
chr9-109477468-109477968	1	Human	Enterocytes
chr9-114098213-114098713	1	Human	Enterocytes
chr9-114779326-114779826	1	Human	Enterocytes
chr9-121720294-121720794	1	Human	Enterocytes
chr9-121736896-121737396	1	Human	Enterocytes
chr9-123268487-123268987	1	Human	Enterocytes
chr9-126915133-126915633	1	Human	Enterocytes
chr9-127566473-127566973	1	Human	Enterocytes
chr9-127955308-127955808	1	Human	Enterocytes
chr9-128115168-128115668	1	Human	Enterocytes
chr9-128149096-128149596	1	Human	Enterocytes
chr9-128250322-128250822	1	Human	Enterocytes
chr9-128724009-1287245091	1	Human	Enterocytes
chr9-133135290-133135790	1	Human	Enterocytes
chr9-133971930-133972430	1	Human	Enterocytes
chr9-136519959-136520459	1	Human	Enterocytes
chr9-136841168-136841668	1	Human	Enterocytes
chr9-137022041-137022541	1	Human	Enterocytes
chr9-137612098-137612598	1	Human	Enterocytes
chr10-3810057-3810557	1	Human	Enterocytes
chr10-3825152-3825652	1	Human	Enterocytes
chr10-3852277-3852777	1	Human	Enterocytes
chr10-5446321-5446821	1	Human	Enterocytes
chr10-5488804-5489304	1	Human	Enterocytes
chr10-5546829-5547329	1	Human	Enterocytes
chr10-14532821-14533321	1	Human	Enterocytes
chr10-18400271-18400771	1	Human	Enterocytes
chr10-24901852-24902352	1	Human	Enterocytes
chr10-25062384-25062884	1	Human	Enterocytes
chr10-33264164-33264664	1	Human	Enterocytes
chr10-43397068-43397568	1	Human	Enterocytes
chr10-44911003-44911503	1	Human	Enterocytes
chr10-59724126-59724626	1	Human	Enterocytes
chr10-60733261-60733761	1	Human	Enterocytes
chr10-61761773-61762273	1	Human	Enterocytes
chr10-63712207-63712707	1	Human	Enterocytes
chr10-71243902-71244402	1	Human	Enterocytes
chr10-71246748-71247248	1	Human	Enterocytes
chr10-71767059-71767559	1	Human	Enterocytes
chr10-73591844-73592344	1	Human	Enterocytes
chr10-73871894-73872394	1	Human	Enterocytes
chr10-79093904-79094404	1	Human	Enterocytes
chr10-80196577-80197077	1	Human	Enterocytes
chr10-80204152-80204652	1	Human	Enterocytes
chr10-81040877-81041377	1	Human	Enterocytes
chr10-84198466-84198966	1	Human	Enterocytes
chr10-88385463-883859631	1	Human	Enterocytes
chr10-91220375-912208751	1	Human	Enterocytes
chr10-95276196-95276696	1	Human	Enterocytes
chr10-95628731-95629231	1	Human	Enterocytes
chr10-101066040-101066540	1	Human	Enterocytes
chr10-103241315-103241815	1	Human	Enterocytes
chr10-103653585-103654085	1	Human	Enterocytes
chr10-103794162-103794662	1	Human	Enterocytes
chr10-110840216-110840716	1	Human	Enterocytes
chr10-110857526-110858026	1	Human	Enterocytes
chr10-110858245-110858745	1	Human	Enterocytes
chr10-112364972-112365472	1	Human	Enterocytes
chr10-114174065-1141745651	1	Human	Enterocytes
chr10-114507382-114507882	1	Human	Enterocytes
chr10-117005018-117005518	1	Human	Enterocytes
chr10-125123593-125124093	1	Human	Enterocytes
chr10-127906773-127907273	1	Human	Enterocytes
chr11-560590-561090	1	Human	Enterocytes
chr11-561328-561828	1	Human	Enterocytes
chr11-704857-705357	1	Human	Enterocytes
chr11-705837-706337	1	Human	Enterocytes
chr11-712737-713237	1	Human	Enterocytes
chr11-952365-952865	1	Human	Enterocytes
chr11-1834082-1834582	1	Human	Enterocytes
chr11-6234635-6235135	1	Human	Enterocytes
chr11-10489049-10489549	1	Human	Enterocytes
chr11-12090667-12091167	1	Human	Enterocytes
chr11-12167025-12167525	1	Human	Enterocytes
chr11-13965301-13965801	1	Human	Enterocytes
chr11-15471361-15471861	1	Human	Enterocytes
chr11-16923894-16924394	1	Human	Enterocytes
chr11-22829676-22830176	1	Human	Enterocytes
chr11-27796277-27796777	1	Human	Enterocytes
chr11-32829579-32830079	1	Human	Enterocytes
chr11-33061273-33061773	1	Human	Enterocytes
chr11-34234301-34234801	1	Human	Enterocytes
chr11-34243598-34244098	1	Human	Enterocytes
chr11-34756875-34757375	1	Human	Enterocytes
chr11-36296845-36297345	1	Human	Enterocytes
chr11-36345074-36345574	1	Human	Enterocytes
chr11-44978859-44979359	1	Human	Enterocytes
chr11-45173023-45173523	1	Human	Enterocytes
chr11-45266582-45267082	1	Human	Enterocytes
chr11-56885112-56885612	1	Human	Enterocytes
chr11-59186119-59186619	1	Human	Enterocytes
chr11-61141464-61141964	1	Human	Enterocytes
chr11-61700175-61700675	1	Human	Enterocytes
chr11-64844525-64845025	1	Human	Enterocytes
